,index,cap-diameter,stem-height,stem-width,edible-poisonous_new,does-bruise-or-bleed_new,has-ring_new,cap-shape_new,gill-attachment_new,ring-type_new,habitat_new,cap-color_new,gill-color_new,stem-color_new,season_new
17501,17516,8.48,11.4,12.23,1,0,1,6,0,1,0,11,11,12,0
17502,17517,3.48,4.55,7.07,1,0,0,2,0,1,0,9,10,12,0
17503,17518,2.39,6.86,2.62,1,0,1,4,0,0,4,5,3,12,0
17504,17519,6.81,3.14,12.16,1,0,0,5,6,1,0,11,11,12,0
17505,17520,5.79,4.59,9.9,1,0,0,2,5,1,0,11,11,12,0
17506,17521,2.26,6.01,2.1,1,0,0,6,0,1,0,5,10,11,0
17507,17522,0.58,3.32,0.93,1,0,0,6,0,1,0,7,7,4,1
17508,17523,4.44,4.41,13.78,1,0,0,2,5,1,0,9,11,1,0
17509,17524,10.58,7.41,34.77,0,0,0,2,5,1,0,10,10,11,1
17510,17525,3.52,4.75,6.36,0,0,0,6,0,1,4,7,6,1,3
17511,17526,5.59,4.99,7.97,0,0,0,5,1,1,0,5,10,11,0
17512,17527,2.48,2.81,5.0,0,0,0,6,1,1,1,10,10,11,3
17513,17528,10.84,5.4,12.77,1,1,1,5,1,1,0,11,6,11,2
17514,17529,6.53,7.71,18.39,1,0,0,2,5,1,0,1,11,10,0
17515,17530,1.39,3.07,1.48,1,0,0,3,6,1,0,5,5,6,1
17516,17531,7.15,4.54,10.51,1,0,0,6,5,1,0,7,7,8,0
17517,17532,2.1,7.95,2.91,1,0,0,1,0,1,1,11,5,12,0
17518,17533,5.84,8.61,13.26,0,0,1,6,0,1,0,1,10,6,2
17519,17534,4.3,6.95,3.87,0,0,0,6,6,1,0,5,5,11,0
17520,17535,0.71,3.45,0.81,1,0,0,6,2,1,0,6,11,12,0
17521,17536,6.38,6.21,8.32,1,1,0,6,1,1,0,5,10,6,0
17522,17537,8.62,5.93,7.93,1,0,0,6,5,1,0,5,3,6,0
17523,17538,10.42,7.85,28.21,1,0,0,6,0,1,0,5,10,11,2
17524,17539,0.88,4.84,1.19,1,0,0,6,0,1,0,7,7,4,3
17525,17540,2.65,5.06,3.37,1,0,1,6,0,6,1,5,10,12,2
17526,17541,5.96,11.47,12.06,0,0,0,6,2,1,0,5,10,11,0
17527,17542,6.24,6.09,12.44,0,0,1,6,2,2,0,11,10,11,2
17528,17543,15.91,10.94,17.28,0,1,1,6,2,1,1,5,10,11,2
17529,17544,10.08,11.36,17.01,1,0,1,2,0,2,0,8,10,11,2
17530,17545,11.31,8.51,29.45,1,1,0,6,4,1,0,11,1,10,0
17531,17546,9.61,7.7,15.33,1,0,0,2,5,1,0,9,11,10,0
17532,17547,2.61,5.7,31.16,0,0,0,5,3,1,0,5,2,6,2
17533,17548,6.27,7.28,15.87,0,1,0,6,4,1,0,5,11,12,2
17534,17549,2.62,5.13,6.48,1,0,0,2,0,1,4,11,11,9,2
17535,17550,11.88,10.52,12.63,1,0,1,6,2,0,0,2,10,11,0
17536,17551,7.32,5.83,8.32,1,0,0,6,5,1,0,5,3,6,0
17537,17552,6.81,7.84,16.7,0,0,1,6,4,1,0,11,11,12,0
17538,17553,9.92,8.97,18.06,1,1,0,6,6,1,0,5,5,3,0
17539,17554,6.31,5.73,12.24,0,0,0,5,1,1,4,6,0,11,0
17540,17555,7.52,8.09,15.99,1,0,1,6,2,5,0,5,10,11,0
17541,17556,12.32,7.51,22.09,0,0,0,6,6,1,0,11,10,11,0
17542,17557,3.88,9.0,7.86,1,0,1,6,6,7,0,11,8,12,2
17543,17558,6.17,5.62,9.97,1,0,0,2,1,1,3,2,10,6,3
17544,17559,4.63,6.15,8.14,0,0,0,2,1,1,0,5,6,7,3
17545,17560,9.95,6.02,16.1,1,0,0,6,5,1,0,5,7,6,0
17546,17561,3.12,4.25,2.97,1,0,0,6,5,1,1,10,7,6,0
17547,17562,7.34,5.22,12.47,1,0,0,2,5,1,0,11,11,12,0
17548,17563,1.21,3.29,5.64,1,0,0,2,3,1,0,11,2,12,2
17549,17564,9.25,8.07,14.7,1,1,1,5,1,1,0,7,7,8,2
17550,17565,6.96,8.09,17.42,0,1,1,6,4,5,0,5,11,6,0
17551,17566,4.62,5.28,6.83,1,0,0,6,6,1,0,7,10,11,0
17552,17567,8.08,9.4,10.63,1,0,1,6,0,1,0,5,11,6,2
17553,17568,8.62,4.32,24.59,0,0,0,3,4,1,0,5,10,6,2
17554,17569,4.78,6.29,5.15,1,0,0,2,6,1,0,11,1,6,2
17555,17570,3.56,4.46,3.61,0,0,0,0,6,1,1,10,10,12,0
17556,17571,12.38,9.45,16.48,0,0,1,6,0,1,0,11,10,6,2
17557,17572,12.58,5.96,25.55,0,1,0,5,1,1,0,10,11,11,2
17558,17573,1.91,7.42,2.83,1,0,0,2,1,1,1,5,5,12,2
17559,17574,3.66,3.98,7.13,1,0,0,2,0,1,0,9,10,12,0
17560,17575,2.2,3.17,2.64,1,0,0,6,0,1,1,10,10,11,2
17561,17576,3.73,6.05,4.57,1,0,0,0,1,1,0,5,9,11,0
17562,17577,6.59,3.61,10.05,0,0,0,6,1,1,1,10,7,11,0
17563,17578,3.04,4.65,5.69,1,0,0,6,0,1,0,1,1,1,0
17564,17579,5.23,5.92,8.21,0,0,0,6,1,1,3,10,8,9,2
17565,17580,3.94,4.63,10.29,0,0,0,6,4,1,0,5,11,12,0
17566,17581,7.32,6.03,14.22,0,0,0,6,3,1,0,11,2,12,0
17567,17582,3.08,3.45,2.67,1,0,0,6,5,1,1,10,7,6,0
17568,17583,23.28,15.46,68.82,0,0,0,4,4,1,0,5,11,6,2
17569,17584,5.68,7.62,8.47,1,0,0,0,2,1,4,6,4,12,0
17570,17585,4.69,4.43,8.51,1,0,0,2,1,1,0,2,10,6,0
17571,17586,6.55,6.75,6.43,1,0,1,6,0,7,0,11,5,6,0
17572,17587,5.78,0.0,0.0,1,0,0,3,6,1,0,5,10,2,2
17573,17588,14.63,5.45,41.78,1,0,0,2,4,1,0,6,11,6,3
17574,17589,2.63,3.5,12.96,1,0,0,3,3,1,0,2,2,6,0
17575,17590,8.63,7.22,11.6,0,0,0,2,5,1,0,5,10,6,0
17576,17591,3.48,5.61,6.62,0,0,0,5,3,1,0,5,2,12,0
17577,17592,6.7,7.9,12.24,0,0,0,6,6,1,3,0,10,6,0
17578,17593,4.75,5.23,3.63,0,0,1,6,0,3,0,2,5,3,2
17579,17594,1.31,2.13,2.54,1,0,0,6,1,1,0,11,5,6,0
17580,17595,18.99,4.75,30.09,1,0,0,6,4,1,0,3,11,6,3
17581,17596,6.98,7.22,17.4,0,0,0,6,6,1,0,5,10,11,2
17582,17597,4.74,6.79,3.86,0,0,0,6,6,1,0,11,9,11,2
17583,17598,13.79,18.13,70.75,0,0,0,6,4,1,0,5,11,6,2
17584,17599,3.17,4.5,6.96,0,0,0,6,0,1,1,7,6,1,2
17585,17600,9.52,7.95,20.4,0,0,0,6,5,1,0,2,3,10,3
17586,17601,14.45,2.61,16.67,0,0,0,2,1,1,0,0,10,11,0
17587,17602,2.26,6.23,2.29,1,0,0,6,0,1,0,1,10,6,2
17588,17603,1.33,2.71,1.16,1,0,0,6,6,1,0,5,5,6,2
17589,17604,1.39,2.45,2.65,1,0,0,6,1,1,0,5,5,6,0
17590,17605,6.98,10.62,13.52,1,0,1,6,6,2,0,8,10,11,2
17591,17606,4.45,6.24,3.81,0,0,0,2,0,1,0,2,3,3,1
17592,17607,9.62,9.58,16.45,0,1,1,2,2,3,4,10,3,11,2
17593,17608,16.0,6.41,29.77,1,1,0,5,1,1,0,10,10,11,3
17594,17609,2.52,8.58,2.67,1,0,0,6,0,1,0,5,7,6,2
17595,17610,8.32,8.38,8.21,1,0,1,6,0,7,0,11,5,6,2
17596,17611,0.96,3.42,1.68,0,0,0,0,1,1,0,2,3,11,0
17597,17612,11.35,6.17,23.18,0,0,1,2,2,0,0,11,10,6,3
17598,17613,4.71,5.23,20.81,0,0,0,4,3,1,3,2,2,6,1
17599,17614,10.78,7.05,25.65,0,0,1,6,6,0,0,11,10,6,0
17600,17615,4.59,3.91,5.68,1,0,1,2,4,1,0,11,5,6,2
17601,17616,3.28,4.68,6.22,1,0,1,6,0,7,0,5,5,6,0
17602,17617,6.9,5.19,8.88,0,0,0,2,5,1,3,5,10,6,2
17603,17618,5.78,4.2,6.01,1,0,1,2,4,1,0,5,5,6,2
17604,17619,1.77,7.39,3.05,1,0,0,2,2,1,1,11,5,12,2
17605,17620,6.05,4.86,10.62,0,0,0,0,5,1,0,2,10,3,0
17606,17621,3.54,4.97,4.29,1,0,0,2,0,1,3,9,9,10,0
17607,17622,9.88,11.25,14.49,1,0,1,2,2,5,0,8,10,11,2
17608,17623,4.47,6.48,6.04,1,1,0,5,1,1,0,1,0,1,0
17609,17624,5.74,4.9,10.29,1,0,0,6,5,1,0,7,7,8,3
17610,17625,14.54,9.1,24.61,0,0,0,2,1,1,0,2,10,11,0
17611,17626,10.76,3.62,24.76,1,0,0,3,3,1,0,5,2,6,1
17612,17627,11.44,5.08,22.25,0,0,1,2,4,1,0,0,0,11,0
17613,17628,8.83,8.27,36.72,0,0,0,2,5,1,0,10,10,11,2
17614,17629,10.9,6.57,25.35,0,0,1,6,1,0,0,1,10,6,0
17615,17630,10.52,10.93,31.68,1,0,0,6,4,1,0,5,10,6,0
17616,17631,7.29,5.34,14.31,1,1,0,6,5,1,0,2,8,11,0
17617,17632,1.89,5.08,2.09,1,0,0,0,0,1,0,2,3,3,2
17618,17633,6.12,3.85,7.3,1,0,1,2,4,1,0,5,5,6,2
17619,17634,5.58,5.48,29.02,1,0,1,3,3,1,5,10,2,11,2
17620,17635,1.12,5.83,1.08,0,1,0,6,0,1,0,1,10,6,0
17621,17636,13.09,10.77,17.81,0,1,1,2,2,3,4,5,3,11,2
17622,17637,5.73,4.12,7.38,1,0,1,2,4,1,0,11,5,6,2
17623,17638,9.59,5.44,20.86,0,1,0,6,4,1,0,5,11,6,2
17624,17639,1.34,4.94,1.24,0,0,0,1,0,1,0,5,10,3,0
17625,17640,7.48,6.07,10.48,0,0,0,2,5,1,4,5,10,6,2
17626,17641,8.46,6.13,14.19,0,0,1,6,2,2,0,10,10,11,0
17627,17642,5.83,6.0,11.32,0,0,0,6,1,1,4,6,6,11,3
17628,17643,2.76,6.81,3.84,0,0,0,5,0,1,3,5,7,6,0
17629,17644,4.42,5.69,6.59,1,0,0,6,0,1,1,6,11,7,2
17630,17645,3.52,8.5,5.43,1,0,1,0,0,1,1,5,5,11,2
17631,17646,2.15,4.48,2.52,1,0,0,6,0,1,1,3,7,11,0
17632,17647,1.71,5.53,2.63,0,0,0,6,6,1,1,5,3,11,2
17633,17648,15.65,10.65,18.58,0,1,1,6,2,1,0,5,10,11,2
17634,17649,6.26,8.49,12.48,1,0,1,0,2,7,0,5,10,11,3
17635,17650,18.76,25.32,20.68,0,0,1,4,1,4,4,10,10,6,0
17636,17651,4.58,4.69,10.8,0,0,0,2,1,1,4,6,6,11,0
17637,17652,3.44,4.03,5.82,1,1,0,2,1,1,0,5,5,6,2
17638,17653,5.5,4.68,8.79,0,0,0,6,5,1,0,2,11,11,0
17639,17654,6.41,11.02,22.77,0,1,0,6,4,1,0,2,3,11,0
17640,17655,7.71,1.56,16.22,1,0,0,3,2,1,0,8,11,12,3
17641,17656,6.84,8.3,11.78,0,0,0,2,5,1,0,5,5,7,0
17642,17657,9.5,7.93,13.2,0,0,0,6,4,1,1,5,11,6,2
17643,17658,8.41,15.08,8.08,1,0,0,6,6,1,0,5,10,6,2
17644,17659,3.83,3.94,7.1,0,0,0,2,5,1,0,2,11,11,0
17645,17660,9.58,6.78,24.32,0,0,1,2,2,0,0,1,10,6,3
17646,17661,4.62,6.49,8.37,1,0,1,6,5,0,0,8,3,11,0
17647,17662,2.64,3.97,2.48,0,0,0,0,6,1,1,5,10,12,2
17648,17663,5.32,4.61,9.41,0,0,0,0,5,1,0,2,10,3,2
17649,17664,2.35,4.95,5.74,1,0,0,2,0,1,4,7,11,9,2
17650,17665,8.21,11.24,15.75,1,0,1,2,2,5,0,8,10,11,0
17651,17666,4.2,6.15,3.87,1,0,1,6,0,6,0,11,10,12,0
17652,17667,6.93,4.34,9.82,1,0,0,2,5,1,0,7,7,8,3
17653,17668,3.12,4.05,6.05,1,1,0,5,1,1,0,6,5,6,0
17654,17669,8.93,2.94,24.69,1,0,0,3,3,1,0,5,2,6,1
17655,17670,50.46,5.6,25.56,0,0,0,3,4,1,0,11,11,6,2
17656,17671,6.34,7.75,15.82,1,0,1,6,2,5,0,5,10,11,0
17657,17672,13.21,9.98,23.67,0,1,0,6,4,1,0,5,11,6,2
17658,17673,10.76,10.84,14.69,1,0,1,6,2,0,0,5,10,11,0
17659,17674,3.32,6.61,3.35,0,0,0,5,0,1,3,5,7,6,0
17660,17675,3.39,7.63,6.93,1,0,1,0,2,7,0,11,11,12,2
17661,17676,3.15,4.41,5.03,1,0,1,6,5,0,4,4,5,6,2
17662,17677,10.33,11.64,14.57,1,0,0,6,0,1,2,5,5,6,0
17663,17678,2.7,3.43,4.21,1,0,0,5,0,1,3,9,3,10,0
17664,17679,7.34,7.48,13.07,1,1,0,1,6,1,0,11,8,11,1
17665,17680,7.49,4.37,11.67,1,1,0,5,1,1,0,8,10,3,0
17666,17681,14.69,7.05,16.66,1,0,0,6,5,1,0,5,11,6,2
17667,17682,20.25,18.22,36.63,0,0,0,6,4,1,0,5,10,11,0
17668,17683,5.93,3.81,13.08,1,0,0,6,4,1,0,1,8,12,0
17669,17684,11.14,9.85,16.41,0,0,1,6,1,1,0,5,10,6,3
17670,17685,7.57,8.75,12.76,0,0,0,2,5,1,0,6,11,6,0
17671,17686,1.2,3.28,1.88,0,0,0,0,6,1,0,10,3,11,3
17672,17687,1.34,3.79,1.52,1,0,0,3,6,1,0,5,5,6,2
17673,17688,6.83,5.83,6.41,1,0,1,2,0,1,0,5,11,6,2
17674,17689,6.41,13.04,12.97,0,0,0,1,2,1,0,5,10,11,2
17675,17690,4.05,3.85,3.24,1,0,0,2,6,1,0,5,10,6,2
17676,17691,6.24,5.77,11.13,0,0,0,2,5,1,0,2,3,3,2
17677,17692,5.66,5.95,6.59,1,0,1,6,0,1,0,5,11,12,0
17678,17693,14.55,5.48,32.13,1,0,0,2,1,1,0,5,11,4,2
17679,17694,6.81,5.18,16.56,1,0,0,6,6,1,0,11,11,12,0
17680,17695,3.24,8.5,5.04,1,0,1,0,1,1,1,5,4,11,2
17681,17696,0.78,2.78,1.3,0,0,0,4,1,1,0,2,3,11,3
17682,17697,3.24,4.98,7.34,1,0,1,6,5,7,0,5,5,11,2
17683,17698,1.7,6.93,2.03,0,0,0,6,1,1,1,11,10,12,0
17684,17699,3.3,3.96,3.31,1,0,1,0,2,0,0,1,5,11,2
17685,17700,16.12,17.98,16.93,1,0,1,6,2,5,0,1,10,11,2
17686,17701,10.06,7.46,17.71,0,1,1,6,4,5,0,5,11,6,0
17687,17702,5.51,0.0,0.0,1,0,0,3,0,1,0,10,10,2,2
17688,17703,3.18,3.69,5.67,0,0,0,2,1,1,4,10,10,11,0
17689,17704,10.35,6.9,19.25,0,0,0,2,5,1,0,2,9,10,0
17690,17705,5.33,11.95,12.29,0,0,0,1,2,1,0,5,10,11,2
17691,17706,6.41,8.0,9.75,1,1,0,6,1,1,0,5,10,6,0
17692,17707,7.91,11.16,10.38,1,0,1,6,0,1,0,5,5,12,2
17693,17708,6.95,12.83,12.64,0,0,0,6,2,1,0,5,10,11,2
17694,17709,1.3,5.08,1.55,0,0,0,1,0,1,3,5,3,3,0
17695,17710,0.86,4.28,1.08,1,0,0,6,0,1,0,7,5,4,0
17696,17711,6.22,5.48,12.63,0,0,1,2,2,0,4,10,7,11,0
17697,17712,4.98,4.83,8.01,0,0,0,2,5,1,0,2,3,11,0
17698,17713,8.54,9.61,18.55,1,1,0,6,6,1,0,5,5,10,0
17699,17714,7.33,7.03,28.99,0,0,0,6,5,1,0,10,10,11,1
17700,17715,4.44,7.43,6.29,0,0,0,2,0,1,0,5,11,7,3
17701,17716,8.03,11.24,16.63,1,0,0,6,0,1,2,5,5,6,0
17702,17717,7.34,14.94,17.29,1,0,0,4,5,1,0,5,7,11,0
17703,17718,5.08,3.84,5.72,1,0,1,5,4,1,0,11,5,6,2
17704,17719,4.05,8.37,4.33,1,0,0,6,6,1,0,10,7,8,0
17705,17720,13.32,10.95,16.13,1,0,1,6,2,2,0,5,10,11,0
17706,17721,2.98,3.82,17.28,1,0,0,3,3,1,0,2,2,6,2
17707,17722,5.23,4.7,6.97,1,1,0,5,1,1,0,1,10,1,0
17708,17723,6.48,7.55,13.99,1,1,1,6,4,3,0,10,7,11,2
17709,17724,15.12,9.85,17.23,0,1,1,6,2,1,0,5,10,11,2
17710,17725,7.91,6.93,14.25,0,0,1,6,4,1,0,11,11,12,0
17711,17726,3.01,3.13,2.59,1,0,0,5,0,1,1,10,7,11,2
17712,17727,19.36,31.36,22.01,0,0,1,4,1,4,4,10,10,6,2
17713,17728,9.02,7.87,15.47,0,0,1,6,4,1,0,11,11,12,0
17714,17730,5.5,4.16,5.22,1,0,1,5,4,1,0,11,5,6,2
17715,17731,17.76,25.2,19.49,0,0,1,4,1,4,4,10,10,6,0
17716,17732,12.88,6.19,16.32,1,1,0,2,1,1,0,5,5,6,0
17717,17733,17.22,7.21,29.63,1,1,0,5,1,1,0,10,5,11,0
17718,17734,7.35,6.69,11.47,0,0,0,6,2,1,0,5,10,6,0
17719,17735,2.91,7.4,2.18,1,0,0,0,0,1,1,5,5,3,2
17720,17736,4.61,4.7,12.1,0,0,1,4,2,0,4,10,7,11,2
17721,17737,2.51,6.73,3.34,1,0,0,0,2,1,1,11,5,6,2
17722,17738,7.97,7.28,13.1,0,1,0,6,4,1,0,11,11,12,0
17723,17739,4.26,7.81,7.06,1,0,1,0,2,7,0,11,8,12,3
17724,17740,5.71,5.19,12.64,0,0,1,2,2,0,1,10,7,11,2
17725,17741,9.4,11.06,13.72,1,0,1,2,4,2,0,8,10,11,2
17726,17742,8.2,7.0,16.58,1,1,0,6,5,1,0,8,10,11,2
17727,17743,6.31,4.01,14.09,0,0,0,2,0,1,0,9,10,11,0
17728,17744,3.5,0.0,0.0,1,0,1,3,3,1,0,6,2,2,1
17729,17745,53.48,5.56,33.69,0,0,0,3,4,1,0,11,11,4,1
17730,17746,1.5,5.07,2.5,1,0,0,6,0,1,1,5,4,6,2
17731,17747,4.16,8.85,7.62,1,0,1,6,4,7,0,11,8,12,3
17732,17749,6.24,4.77,15.16,0,0,0,6,0,1,0,3,10,11,0
17733,17750,4.09,10.0,5.86,1,0,1,0,0,1,1,5,4,11,0
17734,17751,4.08,6.81,7.16,1,0,1,0,6,7,0,11,4,12,1
17735,17752,7.07,6.4,10.35,1,1,0,2,1,1,0,1,11,6,0
17736,17753,8.22,3.55,10.17,0,0,0,5,1,1,1,10,7,11,2
17737,17754,6.44,5.94,4.71,0,0,1,6,0,3,0,2,5,3,0
17738,17755,8.22,8.06,17.29,1,1,1,5,1,1,0,7,7,8,2
17739,17756,5.51,6.6,9.25,0,0,0,6,6,1,3,5,10,6,3
17740,17757,6.59,3.03,8.27,0,0,0,6,1,1,1,10,7,11,0
17741,17758,4.24,6.34,8.04,0,0,0,6,1,1,0,5,6,7,3
17742,17759,6.2,6.32,15.2,1,0,0,6,5,1,0,11,11,12,0
17743,17760,6.19,8.21,10.52,0,0,0,6,6,1,3,5,10,6,3
17744,17761,6.87,6.19,16.86,0,0,0,2,6,1,0,1,10,11,2
17745,17762,4.86,13.73,7.14,1,0,0,6,6,1,0,1,10,6,0
17746,17763,7.22,4.55,11.99,1,1,1,5,1,1,0,11,6,11,0
17747,17764,9.34,11.59,15.59,1,0,0,6,0,1,0,5,5,6,0
17748,17765,7.65,6.99,16.87,0,0,0,2,0,1,0,11,10,3,3
17749,17766,7.22,6.25,5.98,0,0,1,6,0,3,0,5,5,11,3
17750,17767,3.68,5.51,9.46,1,0,1,6,5,7,0,5,5,11,0
17751,17768,8.48,8.15,16.46,0,0,0,4,0,1,0,5,10,3,2
17752,17769,6.69,5.27,10.85,0,0,0,6,2,1,0,5,7,6,2
17753,17770,12.91,22.34,14.12,0,0,1,4,2,0,0,10,4,11,0
17754,17771,1.95,4.81,2.41,1,0,0,0,1,1,0,11,5,6,0
17755,17772,10.25,10.3,27.33,1,0,0,6,0,1,0,5,10,11,0
17756,17773,7.62,7.63,11.05,0,0,0,6,2,1,0,5,7,11,3
17757,17774,2.47,3.11,2.21,1,0,0,6,1,1,1,10,10,11,2
17758,17775,9.4,10.45,12.96,1,0,0,6,6,1,2,5,10,11,2
17759,17776,1.39,4.66,1.53,0,0,0,1,0,1,0,5,10,3,0
17760,17777,6.64,5.98,15.98,1,0,0,5,6,1,0,5,11,12,0
17761,17778,4.29,4.99,6.44,1,0,1,6,0,7,0,6,5,6,0
17762,17779,3.02,4.49,6.4,1,0,0,0,0,1,4,11,11,12,0
17763,17780,12.33,6.64,16.34,1,1,0,5,1,1,0,8,5,6,2
17764,17781,6.97,6.07,16.38,1,0,0,6,6,1,0,1,10,11,0
17765,17782,5.78,7.15,5.54,0,0,1,6,0,3,0,5,5,11,3
17766,17783,0.77,3.84,0.92,1,0,0,6,0,1,0,5,7,4,1
17767,17784,1.2,2.88,1.45,0,0,0,4,5,1,0,2,3,11,2
17768,17785,3.89,5.54,8.49,1,0,1,6,5,7,0,5,7,11,0
17769,17786,6.45,4.42,10.5,1,0,0,2,5,1,0,7,7,8,3
17770,17787,3.11,3.44,5.9,0,0,0,6,1,1,4,10,10,11,3
17771,17788,9.91,12.27,16.22,1,0,0,6,0,1,0,5,5,6,0
17772,17789,6.56,5.28,12.43,0,0,1,2,2,0,1,10,4,11,2
17773,17790,3.51,6.28,5.41,1,0,0,0,0,1,0,9,9,10,0
17774,17791,2.86,4.89,6.48,1,0,1,6,0,7,0,5,5,7,0
17775,17792,9.37,7.94,20.1,0,0,0,6,6,1,0,11,10,11,0
17776,17793,2.94,3.44,2.63,1,0,0,6,1,1,1,10,10,11,0
17777,17794,12.89,9.0,21.2,0,0,0,2,5,1,0,9,9,0,0
17778,17795,5.81,6.54,12.38,1,1,0,1,6,1,1,11,8,11,2
17779,17796,4.32,5.78,3.93,0,0,0,2,0,1,0,5,3,3,0
17780,17797,5.61,3.32,8.95,0,0,0,6,1,1,0,10,10,11,2
17781,17798,4.8,5.7,13.73,1,0,0,6,5,1,0,11,11,12,0
17782,17799,9.65,7.87,22.66,1,1,0,6,4,1,0,5,1,1,0
17783,17800,49.12,7.72,39.83,0,0,0,3,4,1,0,11,11,6,2
17784,17801,3.9,4.45,5.75,0,1,0,5,1,1,0,2,7,3,2
17785,17802,6.8,5.38,8.54,0,0,0,5,1,1,3,5,10,11,0
17786,17803,1.82,3.27,3.41,1,0,0,1,0,1,5,9,5,10,0
17787,17804,11.59,6.24,20.31,0,0,0,2,6,1,0,9,5,8,3
17788,17805,2.26,5.69,2.45,1,0,0,6,0,1,0,1,10,11,2
17789,17806,13.59,17.57,18.17,1,0,1,6,2,2,0,6,10,11,3
17790,17807,6.97,5.54,17.39,0,1,0,5,1,1,0,6,6,11,2
17791,17808,4.33,4.0,6.66,0,0,0,2,5,1,0,2,11,11,0
17792,17809,9.24,4.94,16.87,0,0,0,6,0,1,0,9,10,11,2
17793,17810,3.08,3.26,9.7,1,0,0,2,1,1,1,10,10,11,0
17794,17811,10.8,6.87,22.65,1,1,0,6,4,1,0,11,6,10,2
17795,17812,6.4,6.06,11.81,0,0,1,6,2,2,0,11,10,11,2
17796,17813,6.66,7.0,11.42,1,0,1,0,0,7,1,2,3,11,0
17797,17814,6.03,5.28,8.66,0,0,0,5,1,1,3,5,10,11,2
17798,17815,6.51,1.46,14.6,1,0,0,3,4,1,0,5,6,12,3
17799,17816,6.12,4.78,13.19,0,0,0,5,3,1,0,11,2,12,2
17800,17817,1.5,5.96,2.05,0,0,0,6,0,1,1,11,10,12,2
17801,17818,6.99,11.47,12.35,1,0,1,0,2,0,0,10,10,11,0
17802,17819,6.54,7.29,12.67,0,1,0,6,6,1,0,11,11,11,2
17803,17820,5.72,3.11,5.92,1,0,0,5,1,1,2,6,6,12,0
17804,17821,10.05,3.88,25.28,1,0,0,3,3,1,0,1,2,6,2
17805,17822,2.78,0.0,0.0,1,0,1,3,3,1,0,6,2,2,0
17806,17823,5.64,6.41,13.23,1,1,0,1,6,1,0,11,7,11,2
17807,17824,3.51,5.03,27.34,1,0,1,3,3,1,5,10,2,11,0
17808,17825,8.1,15.78,18.6,1,0,0,0,4,1,0,5,4,11,0
17809,17826,4.92,5.06,8.8,0,0,0,0,5,1,0,2,10,3,0
17810,17827,3.04,4.01,15.78,1,0,0,3,3,1,0,2,2,3,0
17811,17828,9.14,5.79,9.02,0,0,0,2,5,1,4,5,10,6,2
17812,17829,2.15,4.78,3.13,0,0,0,6,6,1,0,9,10,11,3
17813,17830,3.1,6.29,8.81,1,0,1,6,5,7,0,5,7,11,2
17814,17831,7.24,6.47,19.01,0,0,0,6,6,1,0,5,10,11,2
17815,17832,8.23,11.2,12.77,1,0,0,6,6,1,0,5,10,11,0
17816,17833,3.7,3.47,9.57,0,0,0,6,0,1,0,11,11,11,2
17817,17834,8.12,7.08,15.59,0,0,0,2,0,1,0,11,10,3,3
17818,17835,4.37,5.69,51.23,0,0,0,3,3,1,0,5,2,6,3
17819,17836,9.82,4.95,23.43,0,1,0,5,1,1,0,10,7,11,0
17820,17837,5.29,0.0,0.0,1,0,1,3,3,1,0,2,2,2,0
17821,17838,7.62,13.8,16.78,1,0,0,0,6,1,0,10,4,11,0
17822,17839,4.55,6.36,3.63,0,0,0,2,6,1,0,10,9,11,2
17823,17840,2.62,6.7,6.41,1,0,1,6,2,7,0,11,8,12,0
17824,17841,4.65,7.2,4.24,0,0,0,0,0,1,0,5,3,6,1
17825,17842,7.86,6.84,12.51,0,1,0,6,4,1,0,5,11,1,2
17826,17843,9.75,8.58,27.5,1,0,0,6,0,1,0,5,10,11,0
17827,17844,6.87,5.63,10.12,1,0,0,2,6,1,0,8,5,11,0
17828,17845,9.81,9.88,21.38,1,0,1,6,0,6,0,6,11,12,2
17829,17846,20.16,6.05,33.39,1,0,0,6,4,1,0,1,11,6,3
17830,17847,9.64,6.77,16.88,0,1,1,6,4,5,0,5,11,6,0
17831,17848,5.78,4.14,7.22,0,0,0,5,1,1,2,5,10,11,0
17832,17849,2.54,2.99,5.41,1,0,0,6,1,1,4,6,6,12,0
17833,17850,13.39,8.6,23.58,0,0,0,2,0,1,0,5,10,11,3
17834,17851,13.96,8.03,22.6,0,0,0,6,0,1,0,10,11,11,2
17835,17852,8.58,7.28,16.8,0,1,0,6,6,1,0,11,11,11,0
17836,17853,1.26,5.94,1.08,0,1,0,6,0,1,2,1,7,6,2
17837,17854,3.94,6.73,8.62,0,0,0,5,3,1,0,11,2,12,0
17838,17855,4.23,6.14,11.32,1,1,0,1,6,1,1,10,7,11,1
17839,17856,6.8,5.16,15.69,0,0,0,5,0,1,0,11,10,3,0
17840,17857,4.67,5.57,8.44,0,0,0,5,1,1,2,5,10,11,0
17841,17858,8.9,18.39,18.64,1,0,0,0,6,1,0,5,4,11,0
17842,17859,9.7,3.07,24.17,1,0,0,3,3,1,0,5,2,6,1
17843,17860,6.81,11.41,22.92,0,1,0,6,4,1,0,5,3,11,0
17844,17861,9.18,5.65,13.95,0,0,0,6,6,1,0,4,10,11,2
17845,17862,13.32,7.04,28.9,1,1,0,5,1,1,0,10,5,11,2
17846,17863,2.11,3.31,3.23,1,0,0,2,0,1,0,9,5,10,2
17847,17864,6.34,4.52,15.16,0,0,0,6,3,1,0,11,2,12,0
